title,body_html,vendor,product_type,created_at,handle,updated_at,published_at,template_suffix,published_scope,tags,image,variant_id,variant_product_id,variant_title,variant_price,variant_sku,variant_position,variant_compare_at_price,variant_fulfillment_service,variant_inventory_management,variant_option1,variant_option2,variant_option3,variant_created_at,variant_updated_at,variant_taxable,variant_barcode,variant_grams,variant_image_id,variant_weight,variant_weight_unit,variant_requires_shipping
RDS X C&B FLY BOX,,Red Dragon Apparel,ACCESSORIES,2022-04-23T06:31:45-07:00,rds-x-c-b-fly-box-1,2022-04-23T06:31:45-07:00,2022-04-23T06:31:45-07:00,,web,"Accessories, AccessoriesAll, FA22",,42814130487534,7674036519150,Default Title,59.95,RD11232,1,0.00,manual,shopify,Default Title,,,2022-04-23T06:31:45-07:00,2022-04-23T06:31:45-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:39-07:00,rds-air-freshener-30,2022-04-29T14:47:40-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_87a35640-c481-40fc-91dd-e8b8fa592d32.jpg?v=1651268859,42856543944942,7682742485230,Default Title,4.95,RD9055,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:39-07:00,2022-04-29T14:47:39-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:41-07:00,rds-air-freshener-31,2022-04-29T14:47:42-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d83642bc-5956-4994-8e7f-183dea6d5623.jpg?v=1651268861,42856544010478,7682742550766,Default Title,4.95,RD9056,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:41-07:00,2022-04-29T14:47:41-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"<font face=""Century Gothic, sans-serif""><span style=""font-size: 18px; background-color: rgb(255, 255, 255);"">We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.</span></font>",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:43-07:00,rds-air-freshener-32,2022-04-29T14:47:43-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_26afed21-6103-4432-868c-d395b02ea32e.jpg?v=1651268863,42856544043246,7682742583534,Default Title,4.95,RD9057,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:43-07:00,2022-04-29T14:47:43-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:45-07:00,rds-air-freshener-33,2022-04-29T14:47:45-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_194d8b1b-8af5-4435-adc0-23673b4a45fd.jpg?v=1651268865,42856544108782,7682742649070,Default Title,4.95,RD9058,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:45-07:00,2022-04-29T14:47:45-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:46-07:00,rds-air-freshener-34,2022-04-29T14:47:46-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",,42856544141550,7682742681838,Default Title,4.95,RD9061,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:46-07:00,2022-04-29T14:47:46-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:47:47-07:00,rds-air-freshener-35,2022-04-29T14:47:48-07:00,2022-04-29T14:47:15-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_3b6e8274-4b88-4a6a-adca-07bf8670f883.jpg?v=1651268867,42856544207086,7682742747374,Default Title,4.95,RD9481,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:47:47-07:00,2022-04-29T14:47:47-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:48:11-07:00,rds-air-freshener-grande-air-18,2022-04-29T14:48:11-07:00,2022-04-29T14:47:49-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_f8ace951-1cde-4d03-8cf8-e89b51b258c0.jpg?v=1651268891,42856547647726,7682742943982,Default Title,4.95,RD9605,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:48:11-07:00,2022-04-29T14:48:11-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:48:13-07:00,rds-air-freshener-grande-air-19,2022-04-29T14:48:13-07:00,2022-04-29T14:47:49-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d7cf1a31-4c8f-4521-a8c2-f30900c70443.jpg?v=1651268893,42856547713262,7682743009518,Default Title,4.95,RD9606,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:48:13-07:00,2022-04-29T14:48:13-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-04-29T14:48:15-07:00,rds-air-freshener-grande-air-20,2022-04-29T14:48:15-07:00,2022-04-29T14:47:49-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_84492766-62fc-43f6-a6d5-8dc104a6ab9a.jpg?v=1651268895,42856547746030,7682743042286,Default Title,4.95,RD9607,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:48:15-07:00,2022-04-29T14:48:15-07:00,True,,0,,0.0,kg,True
RDS VELCRO WALLET SIGNATURE,Velcro Wallet - 100% Nylon,Red Dragon Apparel,WALLETS,2022-04-29T14:48:16-07:00,rds-velcro-wallet-signature-25,2022-04-29T14:48:16-07:00,2022-04-29T14:47:49-07:00,,web,"Accessories, AccessoriesAll, HD22, Wallets",,42856547778798,7682743075054,Default Title,11.95,RD9958,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:48:16-07:00,2022-04-29T14:48:16-07:00,True,,0,,0.0,kg,True
RDS WOMENS LANYARD TEST 1,,Red Dragon Apparel,ACCESSORIES,2022-05-10T12:01:36-07:00,rds-womens-lanyard-test-1,2022-05-17T13:19:02-07:00,2022-05-17T13:19:01-07:00,,web,"Accessories, HD20, Womens",,42953549938926,7696427679982,Default Title,14.95,RDLUMD3-BLK-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-05-10T12:01:36-07:00,2022-05-17T13:19:02-07:00,True,RDLUMD3BLKA,68,,0.15,lb,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:35-07:00,rds-air-freshener-36,2022-08-30T12:31:37-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_bf87889c-38e6-47bf-8b56-798ac61c69d9.jpg?v=1661887895,43444842168558,7884740460782,Default Title,4.95,RD9055,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:36-07:00,2022-08-30T12:31:36-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:38-07:00,rds-air-freshener-37,2022-08-30T12:31:39-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_38c602e4-ffee-46a0-920d-8dbfaea9691b.jpg?v=1661887898,43444842234094,7884740526318,Default Title,4.95,RD9056,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:38-07:00,2022-08-30T12:31:38-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"<font face=""Century Gothic, sans-serif""><span style=""font-size: 18px; background-color: rgb(255, 255, 255);"">We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.</span></font>",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:40-07:00,rds-air-freshener-38,2022-08-30T12:31:41-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_99893b97-20f1-40f7-a74a-83095723de72.jpg?v=1661887900,43444842365166,7884740591854,Default Title,4.95,RD9057,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:40-07:00,2022-08-30T12:31:40-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:42-07:00,rds-air-freshener-39,2022-08-30T12:31:42-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_6ad94f06-3941-4063-9747-cd249215ad9f.jpg?v=1661887902,43444842463470,7884740657390,Default Title,4.95,RD9058,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:42-07:00,2022-08-30T12:31:42-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:44-07:00,rds-air-freshener-40,2022-08-30T12:31:44-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",,43444842529006,7884740722926,Default Title,4.95,RD9061,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:44-07:00,2022-08-30T12:31:44-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:31:46-07:00,rds-air-freshener-41,2022-08-30T12:31:47-07:00,2022-08-30T12:31:07-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_bab4af7a-feb1-46e6-a599-517e0623636a.jpg?v=1661887906,43444842627310,7884740821230,Default Title,4.95,RD9481,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:31:46-07:00,2022-08-30T12:31:46-07:00,True,,0,,0.0,kg,True
RDS HANGER BRANDED,100% Wood Red Dragon hanger. This RDS hanger is perfect for keeping your clothes nice and crisp.,Red Dragon Apparel,ACCESSORIES,2022-04-29T14:48:09-07:00,rds-hanger-branded-5,2022-08-30T12:31:51-07:00,2022-08-30T12:31:47-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_14d49978-1d3d-4deb-bb1a-02edd20c2c64.jpg?v=1661887910,42856547614958,7682742911214,Default Title,3.95,RD9604,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:48:09-07:00,2022-04-29T14:48:09-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:32:16-07:00,rds-air-freshener-grande-air-21,2022-08-30T12:32:17-07:00,2022-08-30T12:31:47-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_566d668c-ee95-4bb8-840d-776e99404538.jpg?v=1661887936,43444843282670,7884741247214,Default Title,4.95,RD9605,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:32:16-07:00,2022-08-30T12:32:16-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:32:18-07:00,rds-air-freshener-grande-air-22,2022-08-30T12:32:19-07:00,2022-08-30T12:31:47-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_707b06ca-1957-4d94-9b21-dcc7ff24d501.jpg?v=1661887938,43444843741422,7884741345518,Default Title,4.95,RD9606,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:32:18-07:00,2022-08-30T12:32:18-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:32:21-07:00,rds-air-freshener-grande-air-23,2022-08-30T12:32:22-07:00,2022-08-30T12:31:47-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_428aa4cf-a782-46c9-9e47-5e1be7114930.jpg?v=1661887941,43444843806958,7884741411054,Default Title,4.95,RD9607,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:32:21-07:00,2022-08-30T12:32:21-07:00,True,,0,,0.0,kg,True
RDS VELCRO WALLET SIGNATURE,Velcro Wallet - 100% Nylon,Red Dragon Apparel,WALLETS,2022-08-30T12:32:22-07:00,rds-velcro-wallet-signature-26,2022-08-30T12:32:22-07:00,2022-08-30T12:31:47-07:00,,web,"Accessories, AccessoriesAll, HD22, Wallets",,43444843839726,7884741443822,Default Title,11.95,RD9958,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:32:22-07:00,2022-08-30T12:32:22-07:00,True,,0,,0.0,kg,True
RDS BACKPACK EXPLORER,"Heavy Duty 1000 Denier Cordura Black nylon, contoured shoulder straps, foam mesh back,  adjustable side straps, reinforced Heavy Duty Cordura Nylon bottom, four multi use zipper closure pockets and one hidden stash pocket. Interior computer sleeve.",Red Dragon Apparel,BACKPACKS & BAGS,2022-01-26T11:50:44-08:00,rds-backpack-explorer-19,2022-08-30T12:32:34-07:00,2022-08-30T12:32:25-07:00,,web,"AccessoriesAll, Bags, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_746bff08-c957-41a8-b116-d0cffaae851f.jpg?v=1661887953,42377161605358,7544817058030,Default Title,49.95,RD10384,1,0.00,manual,shopify,Default Title,,,2022-01-26T11:50:45-08:00,2022-01-26T11:50:45-08:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-01-26T11:49:46-08:00,rds-air-freshener-17,2022-08-30T12:47:05-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_8835b79d-5b99-47e0-a8fd-9701441eb502.jpg?v=1661888824,42377159966958,7544815780078,Default Title,4.95,RD9484,1,0.00,manual,shopify,Default Title,,,2022-01-26T11:49:46-08:00,2022-01-26T11:49:46-08:00,True,,0,,0.0,kg,True
RDS HANGER BRANDED,100% Wood Red Dragon hanger. This RDS hanger is perfect for keeping your clothes nice and crisp.,Red Dragon Apparel,ACCESSORIES,2022-01-26T12:06:07-08:00,rds-hanger-branded-3,2022-08-30T12:47:07-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_a5695964-64f3-4ebb-8ede-123052cda194.jpg?v=1661888827,42377235890414,7544835965166,Default Title,3.95,RD9604,1,0.00,manual,shopify,Default Title,,,2022-01-26T12:06:07-08:00,2022-01-26T12:06:07-08:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:08-07:00,rds-air-freshener-42,2022-08-30T12:47:09-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_08182f1d-9e33-4c8c-b983-bc8c9b9f5ca2.jpg?v=1661888828,43444895351022,7884758352110,Default Title,4.95,RD9055,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:08-07:00,2022-08-30T12:47:08-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:10-07:00,rds-air-freshener-43,2022-08-30T12:47:11-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_793f7c91-6e06-4192-b601-735f3cb0ef18.jpg?v=1661888830,43444895383790,7884758384878,Default Title,4.95,RD9056,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:10-07:00,2022-08-30T12:47:10-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"<font face=""Century Gothic, sans-serif""><span style=""font-size: 18px; background-color: rgb(255, 255, 255);"">We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.</span></font>",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:12-07:00,rds-air-freshener-44,2022-08-30T12:47:13-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_afd220ee-dcb5-48e2-b7a9-3b6ec59969f7.jpg?v=1661888832,43444895416558,7884758417646,Default Title,4.95,RD9057,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:12-07:00,2022-08-30T12:47:12-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:13-07:00,rds-air-freshener-45,2022-08-30T12:47:14-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_3dbdd9c5-8e13-4d30-bd97-ea6bc099921d.jpg?v=1661888833,43444895580398,7884758515950,Default Title,4.95,RD9058,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:13-07:00,2022-08-30T12:47:13-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:14-07:00,rds-air-freshener-46,2022-08-30T12:47:15-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",,43444895613166,7884758548718,Default Title,4.95,RD9061,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:14-07:00,2022-08-30T12:47:14-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang it in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:16-07:00,rds-air-freshener-47,2022-08-30T12:47:17-07:00,2022-08-30T12:46:44-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_8919cf81-d480-41f1-badc-86170f613d68.jpg?v=1661888836,43444895678702,7884758614254,Default Title,4.95,RD9481,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:16-07:00,2022-08-30T12:47:16-07:00,True,,0,,0.0,kg,True
RDS HANGER BRANDED,100% Wood Red Dragon hanger. This RDS hanger is perfect for keeping your clothes nice and crisp.,Red Dragon Apparel,ACCESSORIES,2022-04-29T14:33:12-07:00,rds-hanger-branded-4,2022-08-30T12:47:18-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_51bbebe4-c574-49c1-840e-f7064fa652af.jpg?v=1661888838,42856509014254,7682732097774,Default Title,3.95,RD9604,1,0.00,manual,shopify,Default Title,,,2022-04-29T14:33:12-07:00,2022-04-29T14:33:12-07:00,True,,0,,0.0,kg,True
RDS HANGER BRANDED,100% Wood Red Dragon hanger. This RDS hanger is perfect for keeping your clothes nice and crisp.,Red Dragon Apparel,ACCESSORIES,2022-08-30T12:32:14-07:00,rds-hanger-branded-6,2022-08-30T12:47:20-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d4474394-4065-4990-a0df-cc68c31c713a.jpg?v=1661888840,43444843184366,7884741148910,Default Title,3.95,RD9604,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:32:14-07:00,2022-08-30T12:32:14-07:00,True,,0,,0.0,kg,True
RDS HANGER BRANDED,100% Wood Red Dragon hanger. This RDS hanger is perfect for keeping your clothes nice and crisp.,Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:37-07:00,rds-hanger-branded-7,2022-08-30T12:47:37-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_258e7d74-28dc-4eb5-9587-2b9f2d4b37dd.jpg?v=1661888857,43444896432366,7884758941934,Default Title,3.95,RD9604,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:37-07:00,2022-08-30T12:47:37-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:39-07:00,rds-air-freshener-grande-air-24,2022-08-30T12:47:40-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_f2eb5b6f-fabc-4310-a4ce-717e87ca49ea.jpg?v=1661888859,43444896465134,7884758974702,Default Title,4.95,RD9605,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:39-07:00,2022-08-30T12:47:39-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:41-07:00,rds-air-freshener-grande-air-25,2022-08-30T12:47:42-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_f3f97f14-546d-4b78-b946-2ee912af52a7.jpg?v=1661888861,43444896530670,7884759040238,Default Title,4.95,RD9606,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:41-07:00,2022-08-30T12:47:41-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER GRANDE AIR,"We're keepin' it fresh with these vanilla scented RDS air fresheners.  Hang our scented Red Dragon logo in your car, room, or wherever.",Red Dragon Apparel,ACCESSORIES,2022-08-30T12:47:42-07:00,rds-air-freshener-grande-air-26,2022-08-30T12:47:44-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_e5ca4eaa-b293-4d21-ae4f-4c5440fc1b02.jpg?v=1661888862,43444896563438,7884759073006,Default Title,4.95,RD9607,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:43-07:00,2022-08-30T12:47:43-07:00,True,,0,,0.0,kg,True
RDS VELCRO WALLET SIGNATURE,Velcro Wallet - 100% Nylon,Red Dragon Apparel,WALLETS,2022-08-30T12:47:43-07:00,rds-velcro-wallet-signature-27,2022-08-30T12:47:44-07:00,2022-08-30T12:47:17-07:00,,web,"Accessories, AccessoriesAll, HD22, Wallets",,43444896596206,7884759105774,Default Title,11.95,RD9958,1,0.00,manual,shopify,Default Title,,,2022-08-30T12:47:43-07:00,2022-08-30T12:47:43-07:00,True,,0,,0.0,kg,True
RDS DVD ENTER THE RED DRAGON,Skateboarding Dvd,Red Dragon Apparel,ACCESSORIES,2022-09-02T11:15:57-07:00,rds-dvd-enter-the-red-dragon-1,2022-09-02T11:15:58-07:00,2022-09-02T11:15:30-07:00,,web,"Accessories, AccessoriesAll, HD20",,43457838252270,7888657645806,Default Title,4.95,RD7620,1,0.00,manual,shopify,Default Title,,,2022-09-02T11:15:57-07:00,2022-09-02T11:15:57-07:00,True,,150,,0.15,kg,True
RDS BACKPACK EXPLORER,Backpack - 600D Polyester,Red Dragon Apparel,BACKPACKS & BAGS,2022-09-02T11:15:59-07:00,rds-backpack-explorer-29,2022-09-02T11:16:00-07:00,2022-09-02T11:15:30-07:00,,web,"AccessoriesAll, Bags, HD20",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d00e1248-237b-4830-a839-5cae4c6906c9.jpg?v=1662142559,43457838317806,7888657711342,Default Title,49.95,RD9036,1,0.00,manual,shopify,Default Title,,,2022-09-02T11:15:59-07:00,2022-09-02T11:15:59-07:00,True,,0,,0.0,kg,True
RDS BACKPACK EXPLORER,Backpack - 600D Polyester,Red Dragon Apparel,BACKPACKS & BAGS,2022-09-02T11:16:01-07:00,rds-backpack-explorer-30,2022-09-02T11:16:02-07:00,2022-09-02T11:15:30-07:00,,web,"AccessoriesAll, Bags, HD20",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_242d154f-0731-4048-9183-525d7a331d72.jpg?v=1662142561,43457838481646,7888657809646,Default Title,49.95,RD9037,1,0.00,manual,shopify,Default Title,,,2022-09-02T11:16:01-07:00,2022-09-02T11:16:01-07:00,True,,0,,0.0,kg,True
RDS AIR FRESHENER,"WE'RE KEEPIN' IT FRESH WITH THESE VANILLA SCENTED RDS AIR FRESHENERS.  HANG IT IN YOUR CAR, ROOM, OR WHEREVER.",Red Dragon Apparel,ACCESSORIES,2022-09-02T11:16:10-07:00,rds-air-freshener-48,2022-09-02T11:16:11-07:00,2022-09-02T11:15:30-07:00,,web,"Accessories, AccessoriesAll, HD20",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_2c860357-d404-403c-8922-1354f7c8c31f.jpg?v=1662142570,43457840120046,7888658202862,Default Title,4.95,RD9060,1,0.00,manual,shopify,Default Title,,,2022-09-02T11:16:10-07:00,2022-09-02T11:16:10-07:00,True,,0,,0.0,kg,True
